Mod:Item:MetaData, Localized Name
randomthings:dyeingmachine, 填涂机
randomthings:onlinedetector, 在线侦测器
randomthings:chatdetector, 聊天检测器
randomthings:enderbridge, 末影桥
randomthings:prismarineenderbridge, 海晶石末影桥
randomthings:enderanchor, 末影锚
randomthings:beanstalk, 魔豆茎
randomthings:lesserbeanstalk, 次级魔豆茎
randomthings:beanpod, 豆荚
randomthings:lightredirector, 光线折射器
randomthings:imbuingstation, 灌注台
randomthings:spectreblock, 通灵方块
randomthings:specialchest:0, 自然箱子
randomthings:specialchest:1, 水域箱子
randomthings:analogemitter, 模拟信号发生器
randomthings:fluiddisplay, 流体伪装方块
randomthings:customworkbench, 工作台
randomthings:endermailbox, 末影邮箱
randomthings:pitcherplant, 猪笼草
randomthings:platform:0, 橡木平台
randomthings:platform:1, 云杉木平台
randomthings:platform:2, 白桦木平台
randomthings:platform:3, 丛林木平台
randomthings:platform:4, 金合欢木平台
randomthings:platform:5, 深色橡木平台
randomthings:entitydetector, 实体检测器
randomthings:quartzlamp, 石英灯
randomthings:quartzglass, 石英玻璃
randomthings:potionvaporizer, 药水雾化器
randomthings:voxelprojector, [未完成] 三维投影仪
randomthings:contactbutton, 接触式按钮
randomthings:contactlever, 接触式拉杆
randomthings:sakanade, 纤毛孢子
randomthings:rainshield, 驱雨盾
randomthings:blockbreaker, 方块破坏器
randomthings:superlubricentice, 超级滑滑冰
randomthings:compressedslimeblock, 压缩粘液块
randomthings:superlubricentplatform, 超级滑滑冰平台
randomthings:filteredsuperlubricentplatform, 超级滑滑冰平台（物品过滤）
randomthings:redstoneobserver, 红石观测仪
randomthings:biomeradar, 生物群系雷达
randomthings:irondropper, 铁投掷器
randomthings:igniter, 点火器
randomthings:blockofsticks:0, 脚手架
randomthings:blockofsticks:1, 强化脚手架
randomthings:blazingfire, tile.blazingFire.name
randomthings:luminousblock:0, 荧光白色方块
randomthings:luminousblock:1, 荧光橙色方块
randomthings:luminousblock:2, 荧光品红色方块
randomthings:luminousblock:3, 荧光淡蓝色方块
randomthings:luminousblock:4, 荧光黄色方块
randomthings:luminousblock:5, 荧光黄绿色方块
randomthings:luminousblock:6, 荧光粉红色方块
randomthings:luminousblock:7, 荧光灰色方块
randomthings:luminousblock:8, 荧光淡灰色方块
randomthings:luminousblock:9, 荧光青色方块
randomthings:luminousblock:10, 荧光紫色方块
randomthings:luminousblock:11, 荧光蓝色方块
randomthings:luminousblock:12, 荧光棕色方块
randomthings:luminousblock:13, 荧光绿色方块
randomthings:luminousblock:14, 荧光红色方块
randomthings:luminousblock:15, 荧光黑色方块
randomthings:translucentluminousblock:0, 通透荧光白色方块
randomthings:translucentluminousblock:1, 通透荧光橙色方块
randomthings:translucentluminousblock:2, 通透荧光品红色方块
randomthings:translucentluminousblock:3, 通透荧光淡蓝色方块
randomthings:translucentluminousblock:4, 通透荧光黄色方块
randomthings:translucentluminousblock:5, 通透荧光黄绿色方块
randomthings:translucentluminousblock:6, 通透荧光粉红色方块
randomthings:translucentluminousblock:7, 通透荧光灰色方块
randomthings:translucentluminousblock:8, 通透荧光淡灰色方块
randomthings:translucentluminousblock:9, 通透荧光青色方块
randomthings:translucentluminousblock:10, 通透荧光紫色方块
randomthings:translucentluminousblock:11, 通透荧光蓝色方块
randomthings:translucentluminousblock:12, 通透荧光棕色方块
randomthings:translucentluminousblock:13, 通透荧光绿色方块
randomthings:translucentluminousblock:14, 通透荧光红色方块
randomthings:translucentluminousblock:15, 通透荧光黑色方块
randomthings:inventoryrerouter, 物流管理器
randomthings:slimecube, §a粘液立方体§7
randomthings:peacecandle, 和平蜡烛
randomthings:notificationinterface, 通知接口
randomthings:glowingmushroom, 荧光菇
randomthings:inventorytester, 物流检测器
randomthings:superlubricentstone, 超级滑滑石
randomthings:globalchatdetector, 全局聊天检测器
randomthings:triggerglass, 感知玻璃
randomthings:blockdestabilizer, 方块去稳定器
randomthings:lotus, 莲花
randomthings:ancientbrick, 远古石砖[内部]
randomthings:soundbox, 音箱
randomthings:sounddampener, 隔音器
randomthings:diaphanousblock, 通透方块
randomthings:sidedredstone, 单向红石块
randomthings:spectrelens, 通灵镜片
randomthings:spectreenergyinjector, 通灵能量注入器
randomthings:plate_processing, 集成运输板
randomthings:spectrecoil_normal, 通灵线圈
randomthings:spectrecoil_redstone, 红石通灵线圈
randomthings:spectrecoil_ender, 末影通灵线圈
randomthings:spectrecoil_number, Nr. %s通灵线圈
randomthings:spectrecoil_genesis, 创造模式通灵线圈
randomthings:advancedredstonerepeater, 高级红石中继器
randomthings:advancedredstonetorch_on, 高级红石火把
randomthings:floobrick, 飞路砖
randomthings:spectreplank, 通灵木板
randomthings:spectresapling, 通灵树苗
randomthings:spectrelog, 通灵原木
randomthings:spectreleaf, 通灵树叶
randomthings:itemcollector, 物品收集器
randomthings:advanceditemcollector, 高级物品收集器
randomthings:naturecore, 自然核心
randomthings:biomestone:0, 自然感知圆石
randomthings:biomestone:1, 自然感知石头
randomthings:biomestone:2, 自然感知石砖
randomthings:biomestone:3, 自然感知裂石砖
randomthings:biomestone:4, 自然感知錾制石砖
randomthings:biomeglass, 自然感知玻璃
randomthings:coloredgrass:0, 白色草方块
randomthings:coloredgrass:1, 橙色草方块
randomthings:coloredgrass:2, 品红色草方块
randomthings:coloredgrass:3, 淡蓝色草方块
randomthings:coloredgrass:4, 黄色草方块
randomthings:coloredgrass:5, 黄绿色草方块
randomthings:coloredgrass:6, 粉红色草方块
randomthings:coloredgrass:7, 灰色草方块
randomthings:coloredgrass:8, 淡灰色草方块
randomthings:coloredgrass:9, 青色草方块
randomthings:coloredgrass:10, 紫色草方块
randomthings:coloredgrass:11, 蓝色草方块
randomthings:coloredgrass:12, 棕色草方块
randomthings:coloredgrass:13, 绿色草方块
randomthings:coloredgrass:14, 红色草方块
randomthings:coloredgrass:15, 黑色草方块
randomthings:spectrecore, 通灵核心
randomthings:rainbowlamp, 彩虹灯
randomthings:basicredstoneinterface, 基础红石接口
randomthings:advancedredstoneinterface, 高级红石接口
randomthings:stainedbrick:0, 白色染色砖块
randomthings:stainedbrick:1, 橙色染色砖块
randomthings:stainedbrick:2, 品红色染色砖块
randomthings:stainedbrick:3, 淡蓝色染色砖块
randomthings:stainedbrick:4, 黄色染色砖块
randomthings:stainedbrick:5, 黄绿色染色砖块
randomthings:stainedbrick:6, 粉红色染色砖块
randomthings:stainedbrick:7, 灰色染色砖块
randomthings:stainedbrick:8, 淡灰色染色砖块
randomthings:stainedbrick:9, 青色染色砖块
randomthings:stainedbrick:10, 紫色染色砖块
randomthings:stainedbrick:11, 蓝色染色砖块
randomthings:stainedbrick:12, 棕色染色砖块
randomthings:stainedbrick:13, 绿色染色砖块
randomthings:stainedbrick:14, 红色染色砖块
randomthings:stainedbrick:15, 黑色染色砖块
randomthings:luminousstainedbrick:0, 荧光白色染色砖块
randomthings:luminousstainedbrick:1, 荧光橙色染色砖块
randomthings:luminousstainedbrick:2, 荧光品红色染色砖块
randomthings:luminousstainedbrick:3, 荧光淡蓝色染色砖块
randomthings:luminousstainedbrick:4, 荧光黄色染色砖块
randomthings:luminousstainedbrick:5, 荧光黄绿色染色砖块
randomthings:luminousstainedbrick:6, 荧光粉红色染色砖块
randomthings:luminousstainedbrick:7, 荧光灰色染色砖块
randomthings:luminousstainedbrick:8, 荧光淡灰色染色砖块
randomthings:luminousstainedbrick:9, 荧光青色染色砖块
randomthings:luminousstainedbrick:10, 荧光紫色染色砖块
randomthings:luminousstainedbrick:11, 荧光蓝色染色砖块
randomthings:luminousstainedbrick:12, 荧光棕色染色砖块
randomthings:luminousstainedbrick:13, 荧光绿色染色砖块
randomthings:luminousstainedbrick:14, 荧光红色染色砖块
randomthings:luminousstainedbrick:15, 荧光黑色染色砖块
randomthings:plate_redirector, 重定向式运输板
randomthings:plate_filteredredirector, 重定向式运输板（过滤）
randomthings:plate_redstone, 红石控制运输板
randomthings:plate_corrector, 校准式运输板
randomthings:plate_itemsealer, 密封式运输板（物品）
randomthings:plate_itemrejuvenator, 物品重置运输板
randomthings:plate_accelerator, 加速式运输板
randomthings:plate_accelerator_directional, 定向加速式运输板
randomthings:plate_bouncy, 弹性运输板
randomthings:plate_collection, 收集式运输板
randomthings:plate_extraction, 抽取式运输板
randomthings:stableenderpearl, 稳态末影珍珠
randomthings:biomecrystal, 生物群系水晶
randomthings:positionfilter, 方位过滤器
randomthings:summoningpendulum, 召唤师灵摆
randomthings:beans:0, 豆子
randomthings:beans:1, 次级魔豆
randomthings:beans:2, 魔豆
randomthings:beanstew, 豆汤
randomthings:redstonetool, 红石工具
randomthings:waterwalkingboots, 水上漫步者之靴
randomthings:dungeonchestgenerator, 战利品生成器
randomthings:lavacharm, 熔岩魔符
randomthings:lavawader, 熔岩魔靴
randomthings:obsidianskull, 黑曜石头颅
randomthings:obsidianskullring, 黑曜石头颅指环
randomthings:obsidianwaterwalkingboots, 水上漫步者之靴（黑曜石）
randomthings:magichood, 魔法风帽
randomthings:imbue:0, 火焰灌注药水
randomthings:imbue:1, 毒液灌注药水
randomthings:imbue:2, 经验灌注药水
randomthings:imbue:3, 凋零灌注药水
randomthings:bottleofair, 瓶装空气
randomthings:rezstone, 血石
randomthings:enderletter, 末影邮件
randomthings:entityfilter, 实体过滤器
randomthings:ingredient:0, 纤毛孢子
randomthings:ingredient:1, 恶魔之泪
randomthings:ingredient:2, 灵气
randomthings:ingredient:3, 通灵之铁
randomthings:ingredient:4, 生物群系传感器
randomthings:ingredient:5, 荧光粉
randomthings:ingredient:6, 超级滑滑剂
randomthings:ingredient:7, 飞路粉
randomthings:ingredient:8, 运输板基板
randomthings:ingredient:9, 华丽的绿宝石
randomthings:ingredient:10, 莲花
randomthings:ingredient:11, 金蛋
randomthings:ingredient:12, 通灵线
randomthings:ingredient:13, 熄光粉
randomthings:itemfilter, 物品过滤器
randomthings:redstoneactivator, 红石触发器
randomthings:redstoneremote, 远程红石触发器
randomthings:goldencompass, 黄金指南针
randomthings:blazeandsteel, 灼炎打火石
randomthings:runepattern, 符文图纸
randomthings:superlubricentboots, 超级滑滑靴
randomthings:floosign, 飞路告示牌
randomthings:idcard, 身份证
randomthings:emeraldcompass, 绿宝石指南针
randomthings:flootoken, 飞路令牌
randomthings:portkey, 传送钥匙
randomthings:lotusseeds, 莲子
randomthings:soundpattern, 声音模块
randomthings:soundrecorder, 录音机
randomthings:portablesounddampener, 便携式隔音器
randomthings:escaperope, 逃生绳
randomthings:weatheregg:0, 天气胶囊<晴天>
randomthings:weatheregg:1, 天气胶囊<雨天>
randomthings:weatheregg:2, 天气胶囊<雷暴>
randomthings:enderbucket, 末影桶
randomthings:reinforcedenderbucket, 强化末影桶
randomthings:chunkanalyzer, 区块分析器
randomthings:floopouch, 飞路粉袋
randomthings:timeinabottle, 时间之瓶
randomthings:spectreilluminator, 通灵光源
randomthings:spectrecharger:0, 通灵充能器
randomthings:spectrecharger:1, 红石通灵充能器
randomthings:spectrecharger:2, 末影通灵充能器
randomthings:spectrecharger:3, 创世纪通灵充能器
randomthings:eclipsedclock, 月蚀计
randomthings:grassseeds:0, 草籽
randomthings:grassseeds:1, 白色草籽
randomthings:grassseeds:2, 橙色草籽
randomthings:grassseeds:3, 品红色草籽
randomthings:grassseeds:4, 淡蓝色草籽
randomthings:grassseeds:5, 黄色草籽
randomthings:grassseeds:6, 黄绿色草籽
randomthings:grassseeds:7, 粉红色草籽
randomthings:grassseeds:8, 灰色草籽
randomthings:grassseeds:9, 淡灰色草籽
randomthings:grassseeds:10, 青色草籽
randomthings:grassseeds:11, 紫色草籽
randomthings:grassseeds:12, 蓝色草籽
randomthings:grassseeds:13, 棕色草籽
randomthings:grassseeds:14, 绿色草籽
randomthings:grassseeds:15, 红色草籽
randomthings:grassseeds:16, 黑色草籽
randomthings:spectrekey, 通灵之钥
randomthings:spectreanchor, 通灵锚
randomthings:spectresword, 通灵之剑
randomthings:spectrepickaxe, 通灵之镐
randomthings:spectreaxe, 通灵之斧
randomthings:spectreshovel, 通灵之锹
randomthings:runedust:0, 白色符文粉
randomthings:runedust:1, 橙色符文粉
randomthings:runedust:2, 品红色符文粉
randomthings:runedust:3, 淡蓝色符文粉
randomthings:runedust:4, 黄色符文粉
randomthings:runedust:5, 黄绿色符文粉
randomthings:runedust:6, 粉红色符文粉
randomthings:runedust:7, 灰色符文粉
randomthings:runedust:8, 淡灰色符文粉
randomthings:runedust:9, 青色符文粉
randomthings:runedust:10, 紫色符文粉
randomthings:runedust:11, 蓝色符文粉
randomthings:runedust:12, 棕色符文粉
randomthings:runedust:13, 绿色符文粉
randomthings:runedust:14, 红色符文粉
randomthings:runedust:15, 黑色符文粉
draconicadditions:inert_potato_helm, 惰性马铃薯头盔
draconicadditions:inert_potato_chest, 惰性马铃薯胸甲
draconicadditions:inert_potato_legs, 惰性马铃薯护腿
draconicadditions:inert_potato_boots, 惰性马铃薯靴子
draconicadditions:chaos_heart, 腐化龙之心
draconicadditions:chaotic_energy_core, 混沌龙能量核心
draconicadditions:hermal, 注入龙力的马铃薯
draconicadditions:chaos_stabilizer_core, 混沌稳定核心
draconicadditions:armor_generator, 装甲发电机
draconicadditions:chaotic_armor_generator, 混沌装甲发电机
draconicadditions:item_drainer, 物品能量抽取机
draconicadditions:chaos_liquefier, 混沌液化机
draconicadditions:capacitor_supplier, 充能供能台
draconicadditions:chaotic_staff_of_power, 混沌龙之力权杖
draconicadditions:chaotic_bow, 混沌龙弓
draconicadditions:chaos_container, 混沌容器
draconicadditions:portable_wired_charger:0, 基础携带式无线充能器
draconicadditions:portable_wired_charger:1, 飞龙携带式无线充能器
draconicadditions:portable_wired_charger:2, 神龙携带式无线充能器
draconicadditions:portable_wired_charger:3, 混沌携带式无线充能器
draconicadditions:portable_wired_discharger:0, Portable Wired Basic Discharger
draconicadditions:portable_wired_discharger:1, Portable Wired Wyvern Discharger
draconicadditions:portable_wired_discharger:2, Portable Wired Draconic Discharger
draconicadditions:portable_wired_discharger:3, Portable Wired Chaotic Discharger
draconicadditions:infused_potato_helm, 充能马铃薯头盔
draconicadditions:infused_potato_chest, 充能马铃薯胸甲
draconicadditions:infused_potato_legs, 充能马铃薯护腿
draconicadditions:infused_potato_boots, 充能马铃薯靴子
draconicadditions:potato_helm, 活力马铃薯头盔
draconicadditions:potato_chest, 活力马铃薯胸甲
draconicadditions:potato_legs, 活力马铃薯护腿
draconicadditions:potato_boots, 活力马铃薯靴子
draconicadditions:hermal_helm, 注入龙力的马铃薯头盔
draconicadditions:hermal_chest, 注入龙力的马铃薯胸甲
draconicadditions:hermal_legs, 注入龙力的马铃薯护腿
draconicadditions:hermal_boots, 注入龙力的马铃薯靴子
draconicadditions:chaotic_helm, 混沌龙头盔
draconicadditions:chaotic_chest, 混沌龙胸甲
draconicadditions:chaotic_legs, 混沌龙护腿
draconicadditions:chaotic_boots, 混沌龙靴子
draconicadditions:basic_shield_necklace, 基础屏蔽项链
draconicadditions:wyvern_shield_necklace, 飞龙屏蔽项链
draconicadditions:draconic_shield_necklace, 神龙屏蔽项链
draconicadditions:overload_belt, 神龙重载腰带
draconicadditions:vampiric_shirt, 神龙虹吸背心
draconicadditions:inertia_cancel_ring, 惯性抵消指环
draconicadditions:chaos_crystal_stable, 半稳定混沌晶体
forge:bucketfilled, %s桶
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:keybutton:0, 抽屉钥匙按钮
storagedrawers:keybutton:1, 屏蔽钥匙按钮
storagedrawers:keybutton:2, 私人钥匙按钮
storagedrawers:keybutton:3, 量化钥匙按钮
storagedrawers:compdrawers, 压缩抽屉
storagedrawers:controller, 抽屉控制器
storagedrawers:controllerslave, 控制器传动方块
storagedrawers:trim:0, 橡木桥接方块
storagedrawers:trim:1, 云杉木桥接方块
storagedrawers:trim:2, 白桦木桥接方块
storagedrawers:trim:3, 丛林木桥接方块
storagedrawers:trim:4, 金合欢木桥接方块
storagedrawers:trim:5, 深色橡木桥接方块
storagedrawers:framingtable, 镶框台
storagedrawers:customdrawers:0, 镶框抽屉
storagedrawers:customdrawers:1, 1x2 镶框抽屉
storagedrawers:customdrawers:2, 2x2 镶框抽屉
storagedrawers:customdrawers:3, 1x2 小型镶框抽屉
storagedrawers:customdrawers:4, 2x2 小型镶框抽屉
storagedrawers:customtrim, 镶框
storagedrawers:upgrade_template, 升级模板
storagedrawers:upgrade_storage:0, 抽屉容量升级（I）
storagedrawers:upgrade_storage:1, 抽屉容量升级（II）
storagedrawers:upgrade_storage:2, 抽屉容量升级（III）
storagedrawers:upgrade_storage:3, 抽屉容量升级（IV）
storagedrawers:upgrade_storage:4, 抽屉容量升级（V）
storagedrawers:upgrade_one_stack, 存储降级
storagedrawers:upgrade_status:0, 状态显示升级（I）
storagedrawers:upgrade_status:1, 状态显示升级（II）
storagedrawers:upgrade_void, 销毁升级
storagedrawers:upgrade_conversion, 转换升级
storagedrawers:upgrade_creative:0, 创造模式容量升级
storagedrawers:upgrade_creative:1, 创造模式取出升级
storagedrawers:upgrade_redstone:0, 红石升级
storagedrawers:upgrade_redstone:1, 红石升级（最大）
storagedrawers:upgrade_redstone:2, 红石升级（最小）
storagedrawers:drawer_key, 抽屉钥匙
storagedrawers:shroud_key, 屏蔽钥匙
storagedrawers:personal_key, 私人钥匙
storagedrawers:quantify_key, 量化钥匙
storagedrawers:tape, 打包带
tconstruct:book, 匠魂宝典
tconstruct:soil:0, 水泥
tconstruct:soil:1, 绿色黏滑泥泞
tconstruct:soil:2, 蓝色黏滑泥泞
tconstruct:soil:3, 黄泉土
tconstruct:soil:4, 神圣土
tconstruct:soil:5, 熔岩黏滑泥泞
tconstruct:slime:1, 史莱姆块
tconstruct:slime:2, 史莱姆块
tconstruct:slime:3, 凝血块
tconstruct:slime:4, 史莱姆块
tconstruct:slime_congealed:0, 凝固史莱姆块
tconstruct:slime_congealed:1, 凝固史莱姆块
tconstruct:slime_congealed:2, 凝固史莱姆块
tconstruct:slime_congealed:3, 凝固血块
tconstruct:slime_congealed:4, 凝固史莱姆块
tconstruct:ore:0, 钴矿石
tconstruct:ore:1, 阿迪特矿石
tconstruct:firewood:0, 熔岩木
tconstruct:firewood:1, 烈焰木
tconstruct:deco_ground:0, 泥砖
tconstruct:clear_glass:0, 通透玻璃
tconstruct:clear_stained_glass:0, 通透白色染色玻璃
tconstruct:clear_stained_glass:1, 通透橙色染色玻璃
tconstruct:clear_stained_glass:2, 通透品红色染色玻璃
tconstruct:clear_stained_glass:3, 通透淡蓝色染色玻璃
tconstruct:clear_stained_glass:4, 通透黄色染色玻璃
tconstruct:clear_stained_glass:5, 通透黄绿色染色玻璃
tconstruct:clear_stained_glass:6, 通透粉红色染色玻璃
tconstruct:clear_stained_glass:7, 通透灰色染色玻璃
tconstruct:clear_stained_glass:8, 通透淡灰色染色玻璃
tconstruct:clear_stained_glass:9, 通透青色染色玻璃
tconstruct:clear_stained_glass:10, 通透紫色染色玻璃
tconstruct:clear_stained_glass:11, 通透蓝色染色玻璃
tconstruct:clear_stained_glass:12, 通透棕色染色玻璃
tconstruct:clear_stained_glass:13, 通透绿色染色玻璃
tconstruct:clear_stained_glass:14, 通透红色染色玻璃
tconstruct:clear_stained_glass:15, 通透黑色染色玻璃
tconstruct:deco_ground_slab:0, 泥砖台阶
tconstruct:firewood_slab:0, 熔岩木台阶
tconstruct:firewood_slab:1, 烈焰木台阶
tconstruct:mudbrick_stairs:0, 泥砖楼梯
tconstruct:firewood_stairs:0, 烈焰木楼梯
tconstruct:lavawood_stairs:0, 熔岩木楼梯
tconstruct:nuggets:0, 钴粒
tconstruct:nuggets:1, 阿迪特粒
tconstruct:nuggets:2, 玛玉灵粒
tconstruct:nuggets:3, 骑士史莱姆粒
tconstruct:nuggets:4, 生铁粒
tconstruct:ingots:0, 钴锭
tconstruct:ingots:1, 阿迪特锭
tconstruct:ingots:2, 玛玉灵锭
tconstruct:ingots:3, 骑士史莱姆锭
tconstruct:ingots:4, 生铁锭
tconstruct:materials:0, 焦黑砖
tconstruct:materials:1, 泥巴砖
tconstruct:materials:2, 干燥粘土砖
tconstruct:materials:9, 绿色史莱姆水晶
tconstruct:materials:10, 蓝色史莱姆水晶
tconstruct:materials:11, 熔岩史莱姆水晶
tconstruct:materials:12, 范围升级器（水平）
tconstruct:materials:13, 范围升级器（垂直）
tconstruct:materials:14, 耐久强化大板
tconstruct:materials:15, 绢布
tconstruct:materials:16, 精致珠宝
tconstruct:materials:17, 凋零之骨
tconstruct:materials:18, 苔藓球
tconstruct:materials:19, 修复苔藓
tconstruct:materials:50, 创造模式强化头颅
tconstruct:edible:0, 培根
tconstruct:edible:1, 史莱姆球
tconstruct:edible:2, 史莱姆球
tconstruct:edible:3, 凝血
tconstruct:edible:4, 史莱姆球
tconstruct:edible:5, 史莱姆球
tconstruct:edible:10, 腐肉干
tconstruct:edible:11, 牛肉干
tconstruct:edible:12, 鸡肉干
tconstruct:edible:13, 培根干
tconstruct:edible:14, 羊肉干
tconstruct:edible:15, 兔肉干
tconstruct:edible:20, 鱼干
tconstruct:edible:21, 鲑鱼干
tconstruct:edible:22, 小丑鱼干
tconstruct:edible:23, 河豚干
tconstruct:edible:30, 黏胶史莱姆液滴
tconstruct:edible:31, 黏胶史莱姆液滴
tconstruct:edible:32, 黏胶史莱姆液滴
tconstruct:edible:33, 凝血滴
tconstruct:edible:34, 黏胶史莱姆液滴
tconstruct:metal:0, 钴块
tconstruct:metal:1, 阿迪特块
tconstruct:metal:2, 玛玉灵块
tconstruct:metal:3, 骑士史莱姆块
tconstruct:metal:4, 生铁块
tconstruct:metal:6, 精致珠宝块
tconstruct:slime_dirt:0, 绿色史莱姆泥土
tconstruct:slime_dirt:1, 蓝色史莱姆泥土
tconstruct:slime_dirt:2, 紫色史莱姆泥土
tconstruct:slime_dirt:3, 熔岩史莱姆泥土
tconstruct:slime_grass:0, 史莱姆草方块
tconstruct:slime_grass:1, 绿色史莱姆草方块
tconstruct:slime_grass:2, 蓝色史莱姆草方块
tconstruct:slime_grass:3, 紫色史莱姆草方块
tconstruct:slime_grass:4, 熔岩史莱姆草方块
tconstruct:slime_grass:5, 史莱姆草方块
tconstruct:slime_grass:6, 绿色史莱姆草方块
tconstruct:slime_grass:7, 蓝色史莱姆草方块
tconstruct:slime_grass:8, 紫色史莱姆草方块
tconstruct:slime_grass:9, 熔岩史莱姆草方块
tconstruct:slime_grass:10, 史莱姆草方块
tconstruct:slime_grass:11, 绿色史莱姆草方块
tconstruct:slime_grass:12, 蓝色史莱姆草方块
tconstruct:slime_grass:13, 紫色史莱姆草方块
tconstruct:slime_grass:14, 熔岩史莱姆草方块
tconstruct:slime_leaves:0, 史莱姆树叶
tconstruct:slime_leaves:1, 史莱姆树叶
tconstruct:slime_leaves:2, 史莱姆树叶
tconstruct:slime_grass_tall:0, 史莱姆草
tconstruct:slime_grass_tall:4, 史莱姆草
tconstruct:slime_grass_tall:8, 史莱姆草
tconstruct:slime_grass_tall:1, 史莱姆蕨
tconstruct:slime_grass_tall:5, 史莱姆蕨
tconstruct:slime_grass_tall:9, 史莱姆蕨
tconstruct:slime_sapling:0, 蓝色史莱姆树苗
tconstruct:slime_sapling:1, 紫色史莱姆树苗
tconstruct:slime_sapling:2, 熔岩史莱姆树苗
tconstruct:slime_vine_blue_end:0, 蓝色史莱姆藤蔓
tconstruct:slime_vine_blue_mid:0, 蓝色史莱姆藤蔓
tconstruct:slime_vine_blue:0, 蓝色史莱姆藤蔓
tconstruct:slime_vine_purple_end:0, 紫色史莱姆藤蔓
tconstruct:slime_vine_purple_mid:0, 紫色史莱姆藤蔓
tconstruct:slime_vine_purple:0, 紫色史莱姆藤蔓
tconstruct:pattern:0, 空白模具
tconstruct:pattern:0, 开掘铲头模具
tconstruct:pattern:0, 磨制工具模具
tconstruct:pattern:0, 碎片模具
tconstruct:pattern:0, 箭杆模具
tconstruct:pattern:0, 园艺镰头模具
tconstruct:pattern:0, 箭头模具
tconstruct:pattern:0, 锤头模具
tconstruct:pattern:0, 宽剑刃模具
tconstruct:pattern:0, 大板模具
tconstruct:pattern:0, 宽护手模具
tconstruct:pattern:0, 坚韧手柄模具
tconstruct:pattern:0, 镰刀头模具
tconstruct:pattern:0, 绑定结模具
tconstruct:pattern:0, 镐头模具
tconstruct:pattern:0, 刀刃模具
tconstruct:pattern:0, 盘模具
tconstruct:pattern:0, 弓弦模具
tconstruct:pattern:0, 坚韧绑定结模具
tconstruct:pattern:0, 护手模具
tconstruct:pattern:0, 弓臂模具
tconstruct:pattern:0, 手柄模具
tconstruct:pattern:0, 锹头模具
tconstruct:pattern:0, 箭羽模具
tconstruct:pattern:0, 十字柄模具
tconstruct:pattern:0, 宽斧刃模具
tconstruct:pattern:0, 剑刃模具
tconstruct:pattern:0, 牌板模具
tconstruct:pattern:0, 斧刃模具
tconstruct:shard:0, 木 碎片
tconstruct:shard:0, 圆石 碎片
tconstruct:shard:0, 燧石 碎片
tconstruct:shard:0, 仙人掌 碎片
tconstruct:shard:0, 骨头 碎片
tconstruct:shard:0, 黑曜石 碎片
tconstruct:shard:0, 海晶石 碎片
tconstruct:shard:0, 末地石 碎片
tconstruct:shard:0, 纸 碎片
tconstruct:shard:0, 海绵 碎片
tconstruct:shard:0, 烈焰木 碎片
tconstruct:shard:0, 铁 碎片
tconstruct:shard:0, 生铁 碎片
tconstruct:shard:0, 骑士史莱姆 碎片
tconstruct:shard:0, 史莱姆 碎片
tconstruct:shard:0, 史莱姆 碎片
tconstruct:shard:0, 熔岩史莱姆 碎片
tconstruct:shard:0, 地狱岩 碎片
tconstruct:shard:0, 钴 碎片
tconstruct:shard:0, 阿迪特 碎片
tconstruct:shard:0, 玛玉灵 碎片
tconstruct:shard:0, 铜 碎片
tconstruct:shard:0, 青铜 碎片
tconstruct:shard:0, 铅 碎片
tconstruct:shard:0, 银 碎片
tconstruct:shard:0, 琥珀金 碎片
tconstruct:shard:0, 钢 碎片
tconstruct:sharpening_kit:0, 木 磨制工具
tconstruct:sharpening_kit:0, 圆石 磨制工具
tconstruct:sharpening_kit:0, 燧石 磨制工具
